"","Top Ave. (C)","Downstream Pitch Ave. (C)","Outer Ave. (C)","Lower Ave. (C)"
"3244:13:00","21.159","21.179","21.252","21.077"
"3244:14:00","21.159","21.178","21.251","21.078"
"3244:15:00","21.158","21.178","21.252","21.079"
"3244:16:00","21.159","21.179","21.253","21.077"
"3244:17:00","21.158","21.180","21.253","21.075"
"3244:18:00","21.159","21.180","21.254","21.078"
"3244:19:00","21.158","21.179","21.254","21.078"
"3244:20:00","21.157","21.181","21.257","21.079"
"3244:21:00","21.160","21.179","21.254","21.078"
"3244:22:00","21.158","21.181","21.255","21.074"
"3244:23:00","21.159","21.179","21.249","21.076"
"3244:24:00","21.157","21.181","21.247","21.074"
"3244:25:00","21.156","21.178","21.248","21.072"
"3244:25:00","21.156","21.178","21.248","21.072"
"3244:26:00","21.158","21.178","21.250","21.074"
"3244:27:00","21.158","21.177","21.251","21.075"
"3244:28:00","21.157","21.179","21.254","21.075"
"3244:29:00","21.159","21.178","21.250","21.072"
"3244:30:00","21.158","21.178","21.251","21.072"
"3244:31:00","21.157","21.176","21.252","21.074"
"3244:32:00","21.157","21.177","21.252","21.075"
"3244:33:00","21.158","21.178","21.250","21.074"
"3244:34:00","21.157","21.178","21.252","21.075"
"3244:35:00","21.157","21.178","21.252","21.075"
"3244:36:00","21.157","21.176","21.251","21.073"
"3244:37:00","21.157","21.176","21.251","21.075"
"3244:38:00","21.156","21.179","21.252","21.073"
"3244:39:00","21.156","21.176","21.252","21.074"
"3244:40:00","21.157","21.175","21.255","21.074"
"3244:41:00","21.157","21.174","21.253","21.072"
"3244:42:00","21.157","21.176","21.251","21.073"
"3244:43:00","21.158","21.176","21.249","21.072"
"3244:44:00","21.157","21.177","21.247","21.071"
"3244:45:00","21.155","21.175","21.247","21.071"
"3244:45:00","21.155","21.175","21.247","21.071"
"3244:46:00","21.157","21.175","21.247","21.070"
"3244:47:00","21.156","21.175","21.247","21.073"
"3244:48:00","21.156","21.175","21.247","21.072"
"3244:49:00","21.157","21.176","21.244","21.072"
"3244:50:00","21.156","21.178","21.246","21.070"
"3244:51:00","21.155","21.178","21.246","21.072"
"3244:52:00","21.157","21.177","21.249","21.073"
"3244:53:00","21.159","21.176","21.248","21.075"
"3244:54:00","21.158","21.179","21.248","21.074"
"3244:55:00","21.158","21.177","21.248","21.073"
"3244:56:00","21.158","21.176","21.247","21.069"
"3244:57:00","21.158","21.175","21.247","21.068"
"3244:58:00","21.158","21.173","21.246","21.067"
"3244:59:00","21.156","21.176","21.249","21.067"
"3245:00:00","21.158","21.176","21.249","21.067"
"3245:01:00","21.158","21.175","21.249","21.070"
"3245:02:00","21.157","21.176","21.249","21.071"
"3245:03:00","21.157","21.175","21.251","21.072"
"3245:04:00","21.159","21.175","21.253","21.074"
"3245:05:00","21.158","21.177","21.253","21.076"
"3245:05:00","21.158","21.177","21.253","21.076"
"3245:06:00","21.158","21.177","21.253","21.077"
"3245:07:00","21.158","21.177","21.253","21.074"
"3245:08:00","21.158","21.177","21.252","21.075"
"3245:09:00","21.157","21.176","21.254","21.074"
"3245:10:00","21.157","21.177","21.252","21.073"
"3245:11:00","21.159","21.175","21.252","21.073"
"3245:12:00","21.158","21.178","21.252","21.073"
"3245:13:00","21.158","21.178","21.251","21.073"
"3245:14:00","21.159","21.176","21.253","21.073"
"3245:15:00","21.157","21.176","21.251","21.073"
"3245:16:00","21.160","21.176","21.255","21.073"
"3245:17:00","21.161","21.177","21.254","21.075"
"3245:18:00","21.161","21.179","21.253","21.076"
"3245:19:00","21.159","21.177","21.253","21.074"
"3245:20:00","21.162","21.178","21.254","21.076"
"3245:21:00","21.159","21.178","21.254","21.079"
"3245:22:00","21.160","21.180","21.252","21.078"
"3245:23:00","21.159","21.177","21.252","21.075"
"3245:24:00","21.159","21.179","21.251","21.072"
"3245:25:00","21.161","21.178","21.251","21.073"
"3245:25:00","21.161","21.178","21.251","21.073"
"3245:26:00","21.159","21.177","21.249","21.073"
"3245:27:00","21.160","21.178","21.250","21.075"
"3245:28:00","21.159","21.178","21.253","21.076"
"3245:29:00","21.159","21.179","21.253","21.076"
"3245:30:00","21.159","21.179","21.255","21.077"
"3245:31:00","21.159","21.177","21.257","21.078"
"3245:32:00","21.160","21.179","21.254","21.079"
"3245:33:00","21.160","21.179","21.256","21.079"
"3245:34:00","21.158","21.179","21.253","21.078"
"3245:35:00","21.159","21.179","21.252","21.076"
"3245:36:00","21.159","21.180","21.254","21.076"
"3245:37:00","21.160","21.180","21.257","21.077"
"3245:38:00","21.159","21.179","21.260","21.079"
"3245:39:00","21.159","21.178","21.256","21.078"
"3245:40:00","21.161","21.179","21.258","21.079"
"3245:41:00","21.160","21.178","21.259","21.079"
"3245:42:00","21.159","21.178","21.258","21.080"
"3245:43:00","21.160","21.179","21.258","21.082"
"3245:44:00","21.161","21.179","21.257","21.078"
"3245:45:00","21.160","21.178","21.257","21.076"
"3245:45:00","21.160","21.178","21.257","21.076"
"3245:46:00","21.161","21.179","21.261","21.077"
"3245:47:00","21.160","21.180","21.261","21.079"
"3245:48:00","21.161","21.180","21.262","21.078"
"3245:49:00","21.161","21.180","21.259","21.078"
"3245:50:00","21.160","21.178","21.261","21.077"
"3245:51:00","21.159","21.178","21.260","21.075"
"3245:52:00","21.159","21.179","21.256","21.077"
"3245:53:00","21.159","21.179","21.255","21.077"
"3245:54:00","21.159","21.178","21.254","21.075"
"3245:55:00","21.161","21.177","21.256","21.073"
"3245:56:00","21.160","21.174","21.253","21.070"
"3245:57:00","21.159","21.178","21.250","21.071"
"3245:58:00","21.159","21.177","21.251","21.072"
"3245:59:00","21.161","21.179","21.251","21.073"
"3246:00:00","21.159","21.177","21.251","21.075"
"3246:01:00","21.158","21.178","21.252","21.074"
"3246:02:00","21.160","21.177","21.254","21.072"
"3246:03:00","21.159","21.174","21.254","21.071"
"3246:04:00","21.159","21.175","21.251","21.070"
"3246:05:00","21.160","21.178","21.253","21.070"
"3246:05:00","21.160","21.178","21.253","21.070"
"3246:06:00","21.159","21.178","21.253","21.072"
"3246:07:00","21.160","21.177","21.253","21.075"
"3246:08:00","21.159","21.176","21.255","21.073"
"3246:09:00","21.159","21.177","21.254","21.071"
"3246:10:00","21.159","21.176","21.254","21.071"
"3246:11:00","21.157","21.176","21.254","21.072"
"3246:12:00","21.158","21.177","21.257","21.073"
"3246:13:00","21.158","21.178","21.257","21.073"
"3246:14:00","21.158","21.178","21.259","21.076"
"3246:15:00","21.160","21.177","21.258","21.077"
"3246:16:00","21.162","21.177","21.258","21.077"
"3246:17:00","21.160","21.178","21.253","21.074"
"3246:18:00","21.159","21.178","21.256","21.074"
"3246:19:00","21.160","21.177","21.259","21.077"
"3246:20:00","21.160","21.176","21.258","21.078"
"3246:21:00","21.159","21.179","21.255","21.078"
"3246:22:00","21.161","21.180","21.255","21.078"
"3246:23:00","21.161","21.177","21.257","21.078"
"3246:24:00","21.160","21.180","21.259","21.079"
"3246:25:00","21.161","21.179","21.257","21.078"
"3246:25:00","21.161","21.179","21.257","21.078"
"3246:26:00","21.159","21.179","21.255","21.076"
"3246:27:00","21.160","21.178","21.256","21.074"
"3246:28:00","21.159","21.178","21.255","21.074"
"3246:29:00","21.160","21.179","21.253","21.074"
"3246:30:00","21.159","21.180","21.253","21.075"
"3246:31:00","21.157","21.179","21.252","21.072"
"3246:32:00","21.158","21.179","21.254","21.072"
"3246:33:00","21.160","21.177","21.254","21.072"
"3246:34:00","21.158","21.176","21.251","21.072"
"3246:35:00","21.158","21.178","21.251","21.073"
"3246:36:00","21.158","21.177","21.250","21.074"
"3246:37:00","21.159","21.178","21.252","21.073"
"3246:38:00","21.159","21.177","21.250","21.073"
"3246:39:00","21.158","21.177","21.249","21.074"
"3246:40:00","21.159","21.177","21.253","21.074"
"3246:41:00","21.158","21.178","21.252","21.073"
"3246:42:00","21.159","21.178","21.250","21.073"
"3246:43:00","21.159","21.177","21.250","21.074"
"3246:44:00","21.159","21.175","21.249","21.074"
"3246:45:00","21.159","21.177","21.251","21.075"
"3246:45:00","21.159","21.177","21.251","21.075"
"3246:46:00","21.159","21.178","21.251","21.076"
"3246:47:00","21.158","21.178","21.250","21.078"
"3246:48:00","21.157","21.178","21.249","21.079"
"3246:49:00","21.157","21.175","21.249","21.076"
"3246:50:00","21.159","21.176","21.251","21.076"
"3246:51:00","21.158","21.177","21.248","21.074"
"3246:52:00","21.157","21.176","21.246","21.075"
"3246:53:00","21.156","21.176","21.248","21.075"
"3246:54:00","21.157","21.177","21.252","21.075"
"3246:55:00","21.156","21.177","21.252","21.077"
"3246:56:00","21.158","21.177","21.250","21.076"
"3246:57:00","21.157","21.177","21.252","21.075"
"3246:58:00","21.158","21.177","21.255","21.076"
"3246:59:00","21.158","21.179","21.252","21.075"
"3247:00:00","21.157","21.175","21.253","21.075"
"3247:01:00","21.158","21.177","21.251","21.074"
"3247:02:00","21.157","21.177","21.248","21.070"
"3247:03:00","21.160","21.176","21.246","21.072"
"3247:04:00","21.158","21.176","21.248","21.073"
"3247:05:00","21.158","21.178","21.248","21.070"
"3247:05:00","21.158","21.178","21.248","21.070"
"3247:06:00","21.157","21.178","21.249","21.072"
"3247:07:00","21.156","21.176","21.250","21.073"
"3247:08:00","21.156","21.177","21.252","21.075"
"3247:09:00","21.158","21.179","21.251","21.076"
"3247:10:00","21.156","21.176","21.249","21.076"
"3247:11:00","21.156","21.176","21.246","21.073"
"3247:12:00","21.156","21.177","21.247","21.077"
"3247:13:00","21.156","21.176","21.250","21.075"
"3247:14:00","21.155","21.177","21.250","21.072"
"3247:15:00","21.155","21.178","21.250","21.074"
"3247:16:00","21.157","21.176","21.253","21.072"
"3247:17:00","21.158","21.177","21.253","21.074"
"3247:18:00","21.155","21.177","21.250","21.076"
"3247:19:00","21.155","21.176","21.251","21.074"
"3247:20:00","21.156","21.176","21.251","21.075"
"3247:21:00","21.158","21.178","21.252","21.077"
"3247:22:00","21.157","21.178","21.251","21.076"
"3247:23:00","21.156","21.178","21.253","21.075"
"3247:24:00","21.156","21.176","21.252","21.074"
"3247:25:00","21.157","21.175","21.253","21.070"
"3247:25:00","21.157","21.175","21.253","21.070"
"3247:26:00","21.157","21.177","21.254","21.068"
"3247:27:00","21.156","21.176","21.254","21.070"
"3247:28:00","21.157","21.176","21.257","21.074"
"3247:29:00","21.158","21.177","21.255","21.072"
"3247:30:00","21.161","21.177","21.254","21.073"
"3247:31:00","21.159","21.179","21.258","21.077"
"3247:32:00","21.159","21.178","21.255","21.078"
"3247:33:00","21.160","21.177","21.250","21.077"
"3247:34:00","21.159","21.175","21.253","21.077"
"3247:35:00","21.160","21.178","21.253","21.077"
"3247:36:00","21.160","21.180","21.254","21.078"
"3247:37:00","21.160","21.178","21.253","21.076"
"3247:38:00","21.159","21.177","21.254","21.075"
"3247:39:00","21.161","21.177","21.251","21.075"
"3247:40:00","21.160","21.178","21.253","21.076"
"3247:41:00","21.159","21.179","21.253","21.078"
"3247:42:00","21.160","21.179","21.255","21.078"
"3247:43:00","21.159","21.180","21.254","21.078"
"3247:44:00","21.159","21.178","21.252","21.076"
"3247:45:00","21.159","21.176","21.249","21.075"
"3247:45:00","21.159","21.176","21.249","21.075"
"3247:46:00","21.159","21.180","21.253","21.078"
"3247:47:00","21.158","21.178","21.254","21.077"
"3247:48:00","21.158","21.177","21.251","21.079"
"3247:49:00","21.158","21.179","21.250","21.075"
"3247:50:00","21.160","21.178","21.253","21.077"
"3247:51:00","21.158","21.177","21.252","21.076"
"3247:52:00","21.156","21.178","21.250","21.074"
"3247:53:00","21.156","21.176","21.248","21.072"
"3247:54:00","21.159","21.178","21.249","21.072"
"3247:55:00","21.157","21.180","21.253","21.075"
"3247:56:00","21.158","21.179","21.250","21.075"
"3247:57:00","21.158","21.179","21.250","21.075"
"3247:58:00","21.157","21.178","21.252","21.076"
"3247:59:00","21.158","21.178","21.254","21.078"
"3248:00:00","21.161","21.178","21.253","21.079"
"3248:01:00","21.159","21.179","21.252","21.079"
"3248:02:00","21.159","21.179","21.251","21.077"
"3248:03:00","21.160","21.179","21.252","21.073"
"3248:04:00","21.158","21.179","21.249","21.073"
"3248:05:00","21.159","21.176","21.249","21.074"
"3248:05:00","21.159","21.176","21.249","21.074"
"3248:06:00","21.160","21.176","21.251","21.074"
"3248:07:00","21.159","21.175","21.249","21.071"
"3248:08:00","21.159","21.176","21.247","21.071"
"3248:09:00","21.158","21.175","21.245","21.072"
"3248:10:00","21.155","21.174","21.245","21.069"
"3248:11:00","21.154","21.175","21.244","21.068"
"3248:12:00","21.153","21.175","21.247","21.069"
"3248:13:00","21.157","21.176","21.248","21.071"
"3248:14:00","21.155","21.175","21.250","21.072"
"3248:15:00","21.154","21.175","21.249","21.073"
"3248:16:00","21.155","21.174","21.248","21.072"
"3248:17:00","21.155","21.175","21.251","21.072"
"3248:18:00","21.156","21.173","21.250","21.072"
"3248:19:00","21.155","21.174","21.251","21.074"
"3248:20:00","21.157","21.173","21.252","21.073"
"3248:21:00","21.156","21.174","21.251","21.073"
"3248:22:00","21.156","21.172","21.251","21.074"
"3248:23:00","21.155","21.176","21.249","21.070"
"3248:24:00","21.155","21.175","21.246","21.070"
"3248:25:00","21.156","21.173","21.248","21.071"
"3248:25:00","21.156","21.173","21.248","21.071"
"3248:26:00","21.154","21.174","21.248","21.071"
"3248:27:00","21.155","21.174","21.244","21.070"
"3248:28:00","21.154","21.174","21.245","21.068"
"3248:29:00","21.154","21.172","21.244","21.067"
"3248:30:00","21.153","21.171","21.242","21.065"
"3248:31:00","21.154","21.172","21.241","21.065"
"3248:32:00","21.154","21.171","21.243","21.068"
"3248:33:00","21.154","21.170","21.245","21.066"
"3248:34:00","21.154","21.170","21.246","21.066"
"3248:35:00","21.154","21.170","21.247","21.065"
"3248:36:00","21.155","21.171","21.248","21.067"
"3248:37:00","21.155","21.171","21.247","21.069"
"3248:38:00","21.156","21.173","21.248","21.073"
"3248:39:00","21.157","21.175","21.251","21.073"
"3248:40:00","21.157","21.176","21.253","21.076"
"3248:41:00","21.157","21.176","21.251","21.077"
"3248:42:00","21.158","21.178","21.255","21.079"
"3248:43:00","21.159","21.177","21.257","21.079"
"3248:44:00","21.158","21.177","21.259","21.078"
"3248:45:00","21.160","21.178","21.260","21.077"
"3248:45:00","21.160","21.178","21.260","21.077"
"3248:46:00","21.160","21.178","21.261","21.078"
"3248:47:00","21.159","21.176","21.257","21.077"
"3248:48:00","21.159","21.179","21.257","21.079"
"3248:49:00","21.158","21.178","21.258","21.078"
"3248:50:00","21.157","21.179","21.256","21.078"
"3248:51:00","21.159","21.179","21.257","21.077"
"3248:52:00","21.158","21.178","21.257","21.076"
"3248:53:00","21.157","21.177","21.257","21.079"
"3248:54:00","21.159","21.179","21.257","21.079"
"3248:55:00","21.159","21.178","21.255","21.077"
"3248:56:00","21.159","21.180","21.254","21.077"
"3248:57:00","21.159","21.178","21.253","21.075"
"3248:58:00","21.157","21.180","21.254","21.076"
"3248:59:00","21.158","21.179","21.254","21.077"
"3249:00:00","21.157","21.180","21.251","21.079"
"3249:01:00","21.157","21.180","21.252","21.079"
"3249:02:00","21.157","21.180","21.249","21.075"
"3249:03:00","21.157","21.177","21.247","21.075"
"3249:04:00","21.156","21.175","21.246","21.070"
"3249:05:00","21.154","21.176","21.245","21.072"
"3249:05:00","21.154","21.176","21.245","21.072"
"3249:06:00","21.156","21.175","21.246","21.069"
"3249:07:00","21.155","21.175","21.245","21.069"
"3249:08:00","21.154","21.173","21.244","21.068"
"3249:09:00","21.154","21.172","21.243","21.063"
"3249:10:00","21.153","21.172","21.241","21.066"
"3249:11:00","21.152","21.172","21.239","21.064"
"3249:12:00","21.154","21.173","21.237","21.063"
"3249:13:00","21.154","21.171","21.236","21.061"
"3249:14:00","21.153","21.171","21.237","21.058"
"3249:15:00","21.152","21.170","21.237","21.060"
"3249:16:00","21.151","21.168","21.234","21.059"
"3249:17:00","21.150","21.168","21.233","21.058"
"3249:18:00","21.150","21.167","21.233","21.055"
"3249:19:00","21.149","21.167","21.233","21.056"
"3249:20:00","21.148","21.166","21.234","21.056"
"3249:21:00","21.146","21.166","21.235","21.056"
"3249:22:00","21.148","21.168","21.236","21.057"
"3249:23:00","21.150","21.165","21.236","21.056"
"3249:24:00","21.150","21.165","21.235","21.056"
"3249:25:00","21.149","21.165","21.234","21.055"
"3249:25:00","21.149","21.165","21.234","21.055"
"3249:26:00","21.149","21.165","21.237","21.060"
"3249:27:00","21.149","21.167","21.235","21.061"
"3249:28:00","21.151","21.166","21.237","21.065"
"3249:29:00","21.150","21.168","21.237","21.066"
"3249:30:00","21.152","21.168","21.238","21.065"
"3249:31:00","21.152","21.166","21.236","21.064"
"3249:32:00","21.153","21.166","21.235","21.064"
"3249:33:00","21.152","21.167","21.239","21.064"
"3249:34:00","21.150","21.167","21.238","21.064"
"3249:35:00","21.148","21.168","21.240","21.065"
"3249:36:00","21.149","21.169","21.242","21.067"
"3249:37:00","21.149","21.168","21.243","21.066"
"3249:38:00","21.151","21.170","21.243","21.069"
"3249:39:00","21.150","21.169","21.243","21.068"
